date,temperature,wind_speed,rainfall,pressure
2015-06-28,26.7,7.5,16.0,
2015-06-29,29.9,8.1,7.1,
2015-06-30,29.2,8.6,0.0,
2015-07-01,28.7,4.3,0.5,
2015-07-02,28.2,6.1,0.3,
2015-07-03,28.9,4.3,87.1,
2015-07-04,30.7,7.2,8.9,
2015-07-05,28.8,2.0,22.1,
2015-07-06,30.1,4.7,7.9,
2015-07-07,28.3,3.6,10.9,
2015-07-08,28.2,2.4,54.1,
2015-07-09,27.2,8.6,66.0,
2015-07-10,28.1,9.8,157.0,
2015-07-11,29.4,12.1,0.0,
2015-07-12,31.0,6.0,2.0,
2015-07-13,29.8,6.0,0.0,
2015-07-14,30.1,4.3,58.9,
2015-07-15,29.0,7.6,40.9,
2015-07-16,28.7,4.8,61.0,
2015-07-17,27.9,4.6,4.1,
2015-07-18,28.9,6.6,14.0,
2015-07-19,28.7,8.1,1.0,
2015-07-20,27.2,5.6,39.9,
2015-07-21,28.8,6.7,2.0,
2015-07-22,28.0,6.4,34.0,
2015-07-23,28.6,9.3,1.0,
2015-07-24,28.7,7.4,11.9,
2015-07-25,26.7,1.7,37.1,
2015-07-26,27.3,13.3,55.9,
2015-07-27,27.2,15.1,51.1,
2015-07-28,27.8,12.2,6.1,
2015-07-29,27.2,10.3,4.1,
2015-07-30,28.2,11.5,19.1,
2015-07-31,26.5,12.4,15.0,
2015-08-01,26.4,12.4,131.1,
2015-08-02,27.4,9.9,35.1,
2015-08-03,28.9,8.8,7.9,
2015-08-04,30.6,10.0,0.0,
2015-08-05,29.7,6.8,,
2015-08-06,30.8,5.0,,
2015-08-07,30.5,6.0,,
2015-08-08,30.8,4.8,,
2015-08-09,31.3,7.6,,
2015-08-10,31.2,7.2,,
2015-08-11,30.7,9.2,0.0,
2015-08-12,30.1,10.4,0.3,
2015-08-13,30.1,8.0,0.8,
2015-08-14,30.8,11.3,5.1,
2015-08-15,29.2,8.0,3.0,
2015-08-16,28.9,10.6,3.0,
2015-08-17,30.3,14.0,0.0,
2015-08-18,29.6,12.0,4.1,
2015-08-19,29.8,13.2,15.0,
2015-08-20,30.9,9.9,9.9,
2015-08-21,29.8,7.9,0.0,
2015-08-22,31.0,5.6,10.9,
2015-08-23,29.6,5.5,0.0,
2015-08-24,30.2,4.1,47.0,
2015-08-25,30.3,5.0,0.0,
2015-08-26,30.3,7.3,0.5,
2015-08-27,29.0,11.1,0.3,
2015-08-28,29.3,10.5,10.9,
